id,decision,reason,layer,expert,layer_type,total_count,active_traces,zero_traces,max_share,best_rank,personal_classification,personal_total_count,in_trim_plan
L20.E037,keep,observed enough usage to keep for now,20,37,sliding_attention,1404,44,11,0.01531982421875,21,ordinary,51,False
L23.E014,keep,observed enough usage to keep for now,23,14,full_attention,1404,45,10,0.019287109375,12,ordinary,772,False
L14.E081,keep,observed enough usage to keep for now,14,81,sliding_attention,1410,41,14,0.01690673828125,18,ordinary,125,False
L28.E025,keep,observed enough usage to keep for now,28,25,sliding_attention,1412,54,1,0.0018310546875,83,ordinary,981,False
L13.E062,keep,observed enough usage to keep for now,13,62,sliding_attention,1413,51,4,0.01171875,25,ordinary,469,False
L27.E080,keep,observed enough usage to keep for now,27,80,sliding_attention,1413,55,0,0.0081787109375,37,ordinary,362,False
L02.E053,keep,observed enough usage to keep for now,2,53,sliding_attention,1415,46,9,0.001800537109375,92,ordinary,1360,False
L24.E028,keep,observed enough usage to keep for now,24,28,sliding_attention,1422,55,0,0.00457763671875,61,ordinary,980,False
L16.E034,keep,observed enough usage to keep for now,16,34,sliding_attention,1425,39,16,0.01220703125,30,ordinary,54,False
L14.E105,keep,observed enough usage to keep for now,14,105,sliding_attention,1426,51,4,0.00311279296875,50,ordinary,1055,False
L04.E048,keep,observed enough usage to keep for now,4,48,sliding_attention,1427,55,0,0.00372314453125,53,ordinary,441,False
L25.E010,keep,observed enough usage to keep for now,25,10,sliding_attention,1430,51,4,0.003021240234375,62,ordinary,827,False
L03.E002,keep,observed enough usage to keep for now,3,2,sliding_attention,1440,55,0,0.00213623046875,70,ordinary,797,False
L26.E054,keep,observed enough usage to keep for now,26,54,sliding_attention,1446,46,9,0.00872802734375,34,ordinary,89,False
L22.E020,keep,observed enough usage to keep for now,22,20,sliding_attention,1456,51,4,0.0186767578125,18,ordinary,510,False
L12.E095,keep,observed enough usage to keep for now,12,95,sliding_attention,1458,55,0,0.002197265625,60,ordinary,819,False
L20.E051,keep,observed enough usage to keep for now,20,51,sliding_attention,1461,55,0,0.00299072265625,64,ordinary,1116,False
L20.E101,keep,observed enough usage to keep for now,20,101,sliding_attention,1461,55,0,0.004241943359375,58,ordinary,1140,False
L18.E024,keep,observed enough usage to keep for now,18,24,sliding_attention,1461,55,0,0.0074462890625,49,ordinary,349,False
L08.E063,keep,observed enough usage to keep for now,8,63,sliding_attention,1463,55,0,0.00396728515625,56,ordinary,426,False
L23.E045,keep,observed enough usage to keep for now,23,45,full_attention,1468,55,0,0.00927734375,37,ordinary,323,False
L01.E109,keep,observed enough usage to keep for now,1,109,sliding_attention,1470,47,8,0.00341796875,80,ordinary,1123,False
L23.E081,keep,observed enough usage to keep for now,23,81,full_attention,1471,55,0,0.0028076171875,67,ordinary,1219,False
L23.E101,keep,observed enough usage to keep for now,23,101,full_attention,1474,47,8,0.0059814453125,48,ordinary,1014,False
L12.E115,keep,observed enough usage to keep for now,12,115,sliding_attention,1478,55,0,0.00738525390625,34,ordinary,733,False
L24.E099,keep,observed enough usage to keep for now,24,99,sliding_attention,1479,50,5,0.0111083984375,27,ordinary,1074,False
L07.E073,keep,observed enough usage to keep for now,7,73,sliding_attention,1482,55,0,0.00799560546875,43,ordinary,658,False
L25.E018,keep,observed enough usage to keep for now,25,18,sliding_attention,1483,55,0,0.0032958984375,67,ordinary,752,False
L01.E023,keep,observed enough usage to keep for now,1,23,sliding_attention,1484,55,0,0.008392333984375,42,ordinary,466,False
L22.E115,keep,observed enough usage to keep for now,22,115,sliding_attention,1486,41,14,0.001953125,69,ordinary,1386,False
L10.E051,keep,observed enough usage to keep for now,10,51,sliding_attention,1486,55,0,0.001708984375,63,ordinary,1088,False
L15.E125,keep,observed enough usage to keep for now,15,125,sliding_attention,1488,55,0,0.00616455078125,47,ordinary,151,False
L11.E044,needs_more_data,cold in personal-agent analysis but not cold across all accumulated traces,11,44,full_attention,1489,20,35,0.01287841796875,24,cold_trim_candidate,2,False
L20.E110,keep,observed enough usage to keep for now,20,110,sliding_attention,1491,41,14,0.004730224609375,54,ordinary,1192,False
L05.E071,keep,observed enough usage to keep for now,5,71,full_attention,1491,55,0,0.00396728515625,56,ordinary,940,False
L13.E053,keep,observed enough usage to keep for now,13,53,sliding_attention,1494,55,0,0.014892578125,21,ordinary,68,False
L26.E015,keep,observed enough usage to keep for now,26,15,sliding_attention,1495,55,0,0.00347900390625,67,ordinary,1184,False
L29.E031,keep,observed enough usage to keep for now,29,31,full_attention,1495,55,0,0.00567626953125,53,ordinary,1052,False
L25.E114,keep,observed enough usage to keep for now,25,114,sliding_attention,1497,54,1,0.002838134765625,64,ordinary,1207,False
L17.E064,keep,observed enough usage to keep for now,17,64,full_attention,1498,54,1,0.002685546875,71,ordinary,1238,False
L08.E020,keep,observed enough usage to keep for now,8,20,sliding_attention,1498,55,0,0.0113525390625,28,ordinary,1061,False
L18.E126,keep,observed enough usage to keep for now,18,126,sliding_attention,1503,55,0,0.00970458984375,37,ordinary,404,False
L16.E010,keep,observed enough usage to keep for now,16,10,sliding_attention,1507,49,6,0.006500244140625,41,ordinary,626,False
L12.E086,keep,observed enough usage to keep for now,12,86,sliding_attention,1512,48,7,0.0035400390625,56,ordinary,1163,False
L07.E090,keep,observed enough usage to keep for now,7,90,sliding_attention,1517,55,0,0.00225830078125,70,ordinary,545,False
L17.E111,keep,observed enough usage to keep for now,17,111,full_attention,1518,55,0,0.00555419921875,55,ordinary,779,False
L14.E034,keep,observed enough usage to keep for now,14,34,sliding_attention,1518,55,0,0.00799560546875,30,ordinary,725,False
L03.E069,keep,observed enough usage to keep for now,3,69,sliding_attention,1519,48,7,0.001953125,64,ordinary,1303,False
L17.E079,keep,observed enough usage to keep for now,17,79,full_attention,1522,44,11,0.0123291015625,25,ordinary,113,False
L09.E081,keep,observed enough usage to keep for now,9,81,sliding_attention,1522,55,0,0.012939453125,29,ordinary,937,False
L13.E063,keep,observed enough usage to keep for now,13,63,sliding_attention,1525,55,0,0.01824951171875,18,ordinary,741,False
L04.E114,keep,observed enough usage to keep for now,4,114,sliding_attention,1526,54,1,0.00445556640625,57,ordinary,1023,False
L03.E061,keep,observed enough usage to keep for now,3,61,sliding_attention,1530,48,7,0.00299072265625,61,ordinary,1179,False
L19.E006,keep,observed enough usage to keep for now,19,6,sliding_attention,1532,55,0,0.007568359375,44,ordinary,331,False
L08.E098,keep,observed enough usage to keep for now,8,98,sliding_attention,1535,50,5,0.02362060546875,11,ordinary,230,False
L25.E119,keep,observed enough usage to keep for now,25,119,sliding_attention,1535,54,1,0.00164794921875,78,ordinary,1236,False
L27.E071,keep,observed enough usage to keep for now,27,71,sliding_attention,1537,54,1,0.002685546875,73,ordinary,848,False
L19.E012,keep,observed enough usage to keep for now,19,12,sliding_attention,1547,51,4,0.00604248046875,46,ordinary,117,False
L10.E084,keep,observed enough usage to keep for now,10,84,sliding_attention,1550,55,0,0.00164794921875,55,ordinary,895,False
L21.E080,keep,observed enough usage to keep for now,21,80,sliding_attention,1551,53,2,0.003570556640625,62,ordinary,898,False
L11.E070,keep,observed enough usage to keep for now,11,70,full_attention,1552,55,0,0.01202392578125,28,ordinary,661,False
L24.E003,keep,observed enough usage to keep for now,24,3,sliding_attention,1553,51,4,0.004638671875,56,ordinary,1223,False
L19.E033,keep,observed enough usage to keep for now,19,33,sliding_attention,1554,38,17,0.01824951171875,19,ordinary,20,False
L28.E105,keep,observed enough usage to keep for now,28,105,sliding_attention,1554,55,0,0.00750732421875,46,ordinary,809,False
L05.E059,keep,observed enough usage to keep for now,5,59,full_attention,1555,55,0,0.00390625,44,ordinary,665,False
L04.E003,keep,observed enough usage to keep for now,4,3,sliding_attention,1563,48,7,0.0069580078125,41,ordinary,837,False
L18.E112,keep,observed enough usage to keep for now,18,112,sliding_attention,1566,40,15,0.0194091796875,14,ordinary,278,False
L28.E094,keep,observed enough usage to keep for now,28,94,sliding_attention,1566,52,3,0.0037841796875,71,ordinary,1017,False
L17.E010,keep,observed enough usage to keep for now,17,10,full_attention,1571,55,0,0.002777099609375,67,ordinary,968,False
L23.E012,keep,observed enough usage to keep for now,23,12,full_attention,1578,55,0,0.00360107421875,64,ordinary,825,False
L02.E114,keep,observed enough usage to keep for now,2,114,sliding_attention,1578,55,0,0.0047607421875,64,ordinary,1118,False
L09.E099,keep,observed enough usage to keep for now,9,99,sliding_attention,1583,53,2,0.00799560546875,43,ordinary,880,False
L24.E024,keep,observed enough usage to keep for now,24,24,sliding_attention,1583,55,0,0.01373291015625,22,ordinary,649,False
L03.E081,keep,observed enough usage to keep for now,3,81,sliding_attention,1586,54,1,0.00732421875,32,ordinary,893,False
L20.E021,keep,observed enough usage to keep for now,20,21,sliding_attention,1589,55,0,0.00238037109375,60,ordinary,1097,False
L21.E025,keep,observed enough usage to keep for now,21,25,sliding_attention,1591,52,3,0.010986328125,35,ordinary,730,False
L19.E126,keep,observed enough usage to keep for now,19,126,sliding_attention,1592,44,11,0.004486083984375,58,ordinary,1198,False
L06.E052,keep,observed enough usage to keep for now,6,52,sliding_attention,1596,55,0,0.002288818359375,70,ordinary,1223,False
L13.E102,keep,observed enough usage to keep for now,13,102,sliding_attention,1597,55,0,0.00445556640625,46,ordinary,621,False
L08.E079,keep,observed enough usage to keep for now,8,79,sliding_attention,1599,55,0,0.00152587890625,76,ordinary,1108,False
L10.E025,keep,observed enough usage to keep for now,10,25,sliding_attention,1603,54,1,0.00347900390625,51,ordinary,1228,False
L25.E108,keep,observed enough usage to keep for now,25,108,sliding_attention,1605,55,0,0.00946044921875,42,ordinary,848,False
L18.E102,keep,observed enough usage to keep for now,18,102,sliding_attention,1609,55,0,0.02093505859375,15,ordinary,342,False
L02.E057,keep,observed enough usage to keep for now,2,57,sliding_attention,1611,49,6,0.00189208984375,76,ordinary,1264,False
L25.E074,keep,observed enough usage to keep for now,25,74,sliding_attention,1614,55,0,0.00323486328125,61,ordinary,727,False
L02.E073,keep,observed enough usage to keep for now,2,73,sliding_attention,1615,52,3,0.01318359375,24,ordinary,793,False
L21.E111,keep,observed enough usage to keep for now,21,111,sliding_attention,1618,55,0,0.00616455078125,51,ordinary,888,False
L27.E119,keep,observed enough usage to keep for now,27,119,sliding_attention,1623,52,3,0.0142822265625,22,ordinary,505,False
L18.E003,keep,observed enough usage to keep for now,18,3,sliding_attention,1624,55,0,0.002349853515625,74,ordinary,1059,False
L10.E058,keep,observed enough usage to keep for now,10,58,sliding_attention,1628,49,6,0.00201416015625,64,ordinary,1365,False
L13.E027,keep,observed enough usage to keep for now,13,27,sliding_attention,1628,55,0,0.02020263671875,14,ordinary,745,False
L06.E064,keep,observed enough usage to keep for now,6,64,sliding_attention,1630,49,6,0.01373291015625,23,ordinary,266,False
L14.E071,keep,observed enough usage to keep for now,14,71,sliding_attention,1638,55,0,0.0057373046875,41,ordinary,943,False
L03.E063,keep,observed enough usage to keep for now,3,63,sliding_attention,1639,55,0,0.001861572265625,67,ordinary,1262,False
L00.E089,keep,observed enough usage to keep for now,0,89,sliding_attention,1640,55,0,0.00274658203125,83,ordinary,1140,False
L09.E019,keep,observed enough usage to keep for now,9,19,sliding_attention,1648,51,4,0.00262451171875,77,ordinary,1324,False
L03.E029,keep,observed enough usage to keep for now,3,29,sliding_attention,1649,55,0,0.0074462890625,31,ordinary,816,False
L29.E073,keep,observed enough usage to keep for now,29,73,full_attention,1653,54,1,0.006622314453125,43,ordinary,1284,False
L28.E030,keep,observed enough usage to keep for now,28,30,sliding_attention,1653,55,0,0.002105712890625,84,ordinary,1145,False
L27.E013,keep,observed enough usage to keep for now,27,13,sliding_attention,1653,55,0,0.006591796875,56,ordinary,414,False
L23.E015,protect,expert appears in top-rank hot runs,23,15,full_attention,1655,25,30,0.0389404296875,5,low_use_merge_candidate,41,False
L12.E087,keep,observed enough usage to keep for now,12,87,sliding_attention,1656,54,1,0.00445556640625,48,ordinary,1431,False
L02.E123,keep,observed enough usage to keep for now,2,123,sliding_attention,1657,55,0,0.00225830078125,69,ordinary,1123,False
L07.E108,keep,observed enough usage to keep for now,7,108,sliding_attention,1661,55,0,0.001800537109375,80,ordinary,1483,False
L26.E031,keep,observed enough usage to keep for now,26,31,sliding_attention,1665,55,0,0.004913330078125,50,ordinary,981,False
L28.E026,keep,observed enough usage to keep for now,28,26,sliding_attention,1668,55,0,0.00604248046875,46,ordinary,1260,False
L18.E028,keep,observed enough usage to keep for now,18,28,sliding_attention,1670,55,0,0.004302978515625,54,ordinary,763,False
L20.E014,keep,observed enough usage to keep for now,20,14,sliding_attention,1670,55,0,0.00811767578125,41,ordinary,337,False
L05.E031,keep,observed enough usage to keep for now,5,31,full_attention,1672,55,0,0.01385498046875,23,ordinary,473,False
L04.E101,keep,observed enough usage to keep for now,4,101,sliding_attention,1682,39,16,0.00213623046875,70,ordinary,1612,False
L05.E118,keep,observed enough usage to keep for now,5,118,full_attention,1682,55,0,0.01483154296875,20,ordinary,138,False
L12.E114,keep,observed enough usage to keep for now,12,114,sliding_attention,1685,55,0,0.00469970703125,47,ordinary,1418,False
L04.E092,keep,observed enough usage to keep for now,4,92,sliding_attention,1689,55,0,0.00286865234375,65,ordinary,1106,False
L25.E107,keep,observed enough usage to keep for now,25,107,sliding_attention,1690,55,0,0.0037841796875,59,ordinary,1148,False
L10.E021,keep,observed enough usage to keep for now,10,21,sliding_attention,1692,54,1,0.00213623046875,50,ordinary,1516,False
L23.E039,keep,observed enough usage to keep for now,23,39,full_attention,1692,55,0,0.00482177734375,58,ordinary,814,False
L07.E035,keep,observed enough usage to keep for now,7,35,sliding_attention,1700,55,0,0.0042724609375,56,ordinary,619,False
L01.E106,keep,observed enough usage to keep for now,1,106,sliding_attention,1701,47,8,0.002044677734375,91,ordinary,1527,False
L02.E091,keep,observed enough usage to keep for now,2,91,sliding_attention,1701,52,3,0.00469970703125,52,ordinary,735,False
L27.E011,keep,observed enough usage to keep for now,27,11,sliding_attention,1702,54,1,0.00225830078125,80,ordinary,1171,False
L28.E112,keep,observed enough usage to keep for now,28,112,sliding_attention,1704,55,0,0.0040283203125,70,ordinary,566,False
L28.E038,keep,observed enough usage to keep for now,28,38,sliding_attention,1705,55,0,0.00555419921875,50,ordinary,477,False
L08.E029,keep,observed enough usage to keep for now,8,29,sliding_attention,1709,55,0,0.005126953125,51,ordinary,903,False
L23.E098,keep,observed enough usage to keep for now,23,98,full_attention,1715,49,6,0.00750732421875,41,ordinary,30,False
L03.E019,keep,observed enough usage to keep for now,3,19,sliding_attention,1715,53,2,0.00262451171875,59,ordinary,1235,False
L19.E048,keep,observed enough usage to keep for now,19,48,sliding_attention,1715,55,0,0.002838134765625,62,ordinary,1488,False
L22.E009,keep,observed enough usage to keep for now,22,9,sliding_attention,1715,55,0,0.00799560546875,41,ordinary,525,False
L19.E041,keep,observed enough usage to keep for now,19,41,sliding_attention,1716,54,1,0.00506591796875,50,ordinary,556,False
L00.E002,keep,observed enough usage to keep for now,0,2,sliding_attention,1721,55,0,0.003265380859375,66,ordinary,688,False
L21.E042,keep,observed enough usage to keep for now,21,42,sliding_attention,1721,55,0,0.01025390625,35,ordinary,1147,False
L06.E125,keep,observed enough usage to keep for now,6,125,sliding_attention,1723,55,0,0.00860595703125,32,ordinary,649,False
L02.E067,keep,observed enough usage to keep for now,2,67,sliding_attention,1728,45,10,0.005859375,51,ordinary,1199,False
L24.E002,keep,observed enough usage to keep for now,24,2,sliding_attention,1728,55,0,0.00482177734375,57,ordinary,1241,False
L14.E018,keep,observed enough usage to keep for now,14,18,sliding_attention,1729,55,0,0.00506591796875,44,ordinary,656,False
L00.E097,keep,observed enough usage to keep for now,0,97,sliding_attention,1730,33,22,0.002044677734375,77,ordinary,1705,False
L16.E066,keep,observed enough usage to keep for now,16,66,sliding_attention,1730,35,20,0.00506591796875,53,ordinary,1547,False
L11.E030,keep,observed enough usage to keep for now,11,30,full_attention,1733,55,0,0.00372314453125,63,ordinary,1021,False
L03.E087,keep,observed enough usage to keep for now,3,87,sliding_attention,1734,55,0,0.004150390625,48,ordinary,472,False
L22.E055,keep,observed enough usage to keep for now,22,55,sliding_attention,1736,55,0,0.00604248046875,47,ordinary,1015,False
L00.E085,keep,observed enough usage to keep for now,0,85,sliding_attention,1742,55,0,0.0042724609375,63,ordinary,729,False
L04.E057,keep,observed enough usage to keep for now,4,57,sliding_attention,1744,53,2,0.00653076171875,38,ordinary,509,False
L25.E099,keep,observed enough usage to keep for now,25,99,sliding_attention,1749,54,1,0.0037841796875,64,ordinary,1572,False
L11.E059,keep,observed enough usage to keep for now,11,59,full_attention,1749,55,0,0.0069580078125,46,ordinary,933,False
L02.E074,keep,observed enough usage to keep for now,2,74,sliding_attention,1752,37,18,0.00469970703125,55,ordinary,1561,False
L16.E067,keep,observed enough usage to keep for now,16,67,sliding_attention,1753,42,13,0.02392578125,15,ordinary,724,False
L01.E107,keep,observed enough usage to keep for now,1,107,sliding_attention,1753,55,0,0.003173828125,84,ordinary,801,False
L16.E005,keep,observed enough usage to keep for now,16,5,sliding_attention,1756,50,5,0.01165771484375,31,ordinary,878,False
L04.E012,keep,observed enough usage to keep for now,4,12,sliding_attention,1757,55,0,0.01348876953125,21,ordinary,627,False
L03.E047,keep,observed enough usage to keep for now,3,47,sliding_attention,1759,49,6,0.008544921875,27,ordinary,1347,False
L29.E038,keep,observed enough usage to keep for now,29,38,full_attention,1761,55,0,0.00213623046875,82,ordinary,1088,False
L12.E036,keep,observed enough usage to keep for now,12,36,sliding_attention,1762,55,0,0.00836181640625,36,ordinary,754,False
L22.E105,keep,observed enough usage to keep for now,22,105,sliding_attention,1767,54,1,0.00323486328125,58,ordinary,1301,False
L07.E120,keep,observed enough usage to keep for now,7,120,sliding_attention,1770,51,4,0.002105712890625,79,ordinary,1562,False
L25.E020,keep,observed enough usage to keep for now,25,20,sliding_attention,1776,50,5,0.00958251953125,41,ordinary,1206,False
L28.E008,keep,observed enough usage to keep for now,28,8,sliding_attention,1782,55,0,0.0037841796875,60,ordinary,1043,False
L22.E037,keep,observed enough usage to keep for now,22,37,sliding_attention,1787,51,4,0.0023193359375,60,ordinary,1479,False
L18.E021,keep,observed enough usage to keep for now,18,21,sliding_attention,1787,55,0,0.00616455078125,44,ordinary,574,False
L15.E073,needs_more_data,cold in personal-agent analysis but not cold across all accumulated traces,15,73,sliding_attention,1789,22,33,0.02044677734375,15,cold_trim_candidate,3,False
L15.E101,keep,observed enough usage to keep for now,15,101,sliding_attention,1802,55,0,0.00238037109375,75,ordinary,1102,False
L25.E083,keep,observed enough usage to keep for now,25,83,sliding_attention,1810,54,1,0.01202392578125,30,ordinary,505,False
L14.E054,keep,observed enough usage to keep for now,14,54,sliding_attention,1813,55,0,0.00390625,46,ordinary,706,False
L11.E089,keep,observed enough usage to keep for now,11,89,full_attention,1822,48,7,0.004150390625,55,ordinary,1604,False
L26.E053,keep,observed enough usage to keep for now,26,53,sliding_attention,1822,55,0,0.007080078125,44,ordinary,1440,False
L25.E076,keep,observed enough usage to keep for now,25,76,sliding_attention,1826,55,0,0.004547119140625,52,ordinary,1381,False
L26.E087,keep,observed enough usage to keep for now,26,87,sliding_attention,1832,55,0,0.00347900390625,61,ordinary,909,False
L04.E073,keep,observed enough usage to keep for now,4,73,sliding_attention,1834,55,0,0.001708984375,71,ordinary,1355,False
L03.E086,keep,observed enough usage to keep for now,3,86,sliding_attention,1834,55,0,0.0029296875,63,ordinary,1036,False
L20.E020,keep,observed enough usage to keep for now,20,20,sliding_attention,1840,36,19,0.003509521484375,60,ordinary,1754,False
L13.E099,keep,observed enough usage to keep for now,13,99,sliding_attention,1840,55,0,0.00933837890625,30,ordinary,924,False
L09.E053,keep,observed enough usage to keep for now,9,53,sliding_attention,1847,55,0,0.005126953125,48,ordinary,1031,False
L05.E052,keep,observed enough usage to keep for now,5,52,full_attention,1862,55,0,0.0030517578125,61,ordinary,703,False
L11.E079,keep,observed enough usage to keep for now,11,79,full_attention,1866,53,2,0.00390625,58,ordinary,1076,False
L09.E079,keep,observed enough usage to keep for now,9,79,sliding_attention,1869,55,0,0.013916015625,25,ordinary,804,False
L17.E055,keep,observed enough usage to keep for now,17,55,full_attention,1874,55,0,0.00286865234375,61,ordinary,1183,False
L07.E003,keep,observed enough usage to keep for now,7,3,sliding_attention,1877,28,27,0.0216064453125,11,low_use_merge_candidate,20,False
L03.E100,keep,observed enough usage to keep for now,3,100,sliding_attention,1877,43,12,0.002166748046875,60,ordinary,1780,False
L24.E059,keep,observed enough usage to keep for now,24,59,sliding_attention,1886,55,0,0.00390625,60,ordinary,1199,False
L11.E096,keep,observed enough usage to keep for now,11,96,full_attention,1888,55,0,0.0169677734375,16,ordinary,537,False
L13.E052,keep,observed enough usage to keep for now,13,52,sliding_attention,1891,54,1,0.00634765625,39,ordinary,1240,False
L23.E090,keep,observed enough usage to keep for now,23,90,full_attention,1894,53,2,0.0054931640625,54,ordinary,1027,False
L09.E024,keep,observed enough usage to keep for now,9,24,sliding_attention,1902,55,0,0.00537109375,58,ordinary,1163,False
L28.E123,keep,observed enough usage to keep for now,28,123,sliding_attention,1907,55,0,0.005859375,53,ordinary,314,False
L02.E036,keep,observed enough usage to keep for now,2,36,sliding_attention,1908,54,1,0.00689697265625,44,ordinary,1067,False
L11.E052,keep,observed enough usage to keep for now,11,52,full_attention,1908,55,0,0.015625,19,ordinary,538,False
L20.E055,keep,observed enough usage to keep for now,20,55,sliding_attention,1909,55,0,0.00360107421875,54,ordinary,1254,False
L08.E071,keep,observed enough usage to keep for now,8,71,sliding_attention,1914,55,0,0.0023193359375,64,ordinary,1037,False
L04.E061,keep,observed enough usage to keep for now,4,61,sliding_attention,1920,53,2,0.00579833984375,45,ordinary,1278,False
L26.E094,keep,observed enough usage to keep for now,26,94,sliding_attention,1921,55,0,0.0087890625,34,ordinary,671,False
L06.E070,keep,observed enough usage to keep for now,6,70,sliding_attention,1923,55,0,0.00469970703125,46,ordinary,639,False
L03.E056,keep,observed enough usage to keep for now,3,56,sliding_attention,1923,55,0,0.0081787109375,32,ordinary,338,False
L06.E032,keep,observed enough usage to keep for now,6,32,sliding_attention,1925,55,0,0.0096435546875,27,ordinary,419,False
L08.E085,keep,observed enough usage to keep for now,8,85,sliding_attention,1928,55,0,0.0213623046875,17,ordinary,461,False
L05.E046,keep,observed enough usage to keep for now,5,46,full_attention,1929,49,6,0.0020751953125,66,ordinary,1602,False
L24.E004,keep,observed enough usage to keep for now,24,4,sliding_attention,1932,54,1,0.00238037109375,73,ordinary,1512,False
L04.E087,keep,observed enough usage to keep for now,4,87,sliding_attention,1935,55,0,0.0028076171875,61,ordinary,1308,False
L14.E043,keep,observed enough usage to keep for now,14,43,sliding_attention,1937,22,33,0.0267333984375,12,low_use_merge_candidate,5,False
L04.E086,keep,observed enough usage to keep for now,4,86,sliding_attention,1938,55,0,0.0137939453125,22,ordinary,845,False
L04.E066,keep,observed enough usage to keep for now,4,66,sliding_attention,1939,54,1,0.01318359375,20,ordinary,334,False
L03.E111,protect,expert appears in top-rank hot runs,3,111,sliding_attention,1946,45,10,0.02886962890625,8,ordinary,91,False
L20.E047,keep,observed enough usage to keep for now,20,47,sliding_attention,1950,55,0,0.00469970703125,55,ordinary,1491,False
L27.E009,keep,observed enough usage to keep for now,27,9,sliding_attention,1951,55,0,0.00262451171875,72,ordinary,1548,False
L24.E054,keep,observed enough usage to keep for now,24,54,sliding_attention,1952,47,8,0.0155029296875,20,ordinary,118,False
L28.E122,keep,observed enough usage to keep for now,28,122,sliding_attention,1955,55,0,0.00445556640625,62,ordinary,634,False
L23.E110,keep,observed enough usage to keep for now,23,110,full_attention,1959,55,0,0.00274658203125,65,ordinary,1176,False
L12.E046,keep,observed enough usage to keep for now,12,46,sliding_attention,1964,50,5,0.00726318359375,40,ordinary,1560,False
L19.E054,keep,observed enough usage to keep for now,19,54,sliding_attention,1964,55,0,0.007568359375,39,ordinary,561,False
L06.E106,keep,observed enough usage to keep for now,6,106,sliding_attention,1969,55,0,0.00433349609375,44,ordinary,762,False
L19.E044,keep,observed enough usage to keep for now,19,44,sliding_attention,1971,55,0,0.01409912109375,27,ordinary,721,False
L17.E059,keep,observed enough usage to keep for now,17,59,full_attention,1975,45,10,0.003143310546875,69,ordinary,1836,False
L15.E006,keep,observed enough usage to keep for now,15,6,sliding_attention,1975,55,0,0.00238037109375,70,ordinary,1348,False
L14.E039,keep,observed enough usage to keep for now,14,39,sliding_attention,1977,55,0,0.006591796875,38,ordinary,714,False
L23.E076,keep,observed enough usage to keep for now,23,76,full_attention,1981,55,0,0.0081787109375,41,ordinary,128,False
L04.E102,keep,observed enough usage to keep for now,4,102,sliding_attention,1983,53,2,0.0047607421875,46,ordinary,1424,False
L29.E082,keep,observed enough usage to keep for now,29,82,full_attention,1986,55,0,0.004547119140625,65,ordinary,1244,False
L25.E027,keep,observed enough usage to keep for now,25,27,sliding_attention,1988,53,2,0.014892578125,25,ordinary,1075,False
L23.E112,keep,observed enough usage to keep for now,23,112,full_attention,1991,54,1,0.00921630859375,40,ordinary,922,False
L17.E065,keep,observed enough usage to keep for now,17,65,full_attention,1993,55,0,0.01422119140625,20,ordinary,514,False
L18.E026,keep,observed enough usage to keep for now,18,26,sliding_attention,1994,54,1,0.00714111328125,44,ordinary,1452,False
L02.E082,keep,observed enough usage to keep for now,2,82,sliding_attention,1997,52,3,0.002227783203125,81,ordinary,1666,False
L20.E089,keep,observed enough usage to keep for now,20,89,sliding_attention,1998,55,0,0.0115966796875,30,ordinary,556,False
L00.E014,keep,observed enough usage to keep for now,0,14,sliding_attention,2005,55,0,0.001861572265625,81,ordinary,1441,False
L28.E095,keep,observed enough usage to keep for now,28,95,sliding_attention,2005,55,0,0.00323486328125,67,ordinary,1655,False
L20.E039,keep,observed enough usage to keep for now,20,39,sliding_attention,2007,54,1,0.00311279296875,67,ordinary,1399,False
L14.E084,keep,observed enough usage to keep for now,14,84,sliding_attention,2009,45,10,0.01983642578125,17,ordinary,1230,False
L23.E125,keep,observed enough usage to keep for now,23,125,full_attention,2009,48,7,0.003173828125,62,ordinary,1866,False
L22.E102,keep,observed enough usage to keep for now,22,102,sliding_attention,2009,50,5,0.022705078125,11,ordinary,187,False
L10.E046,keep,observed enough usage to keep for now,10,46,sliding_attention,2013,55,0,0.010009765625,32,ordinary,917,False
L28.E024,keep,observed enough usage to keep for now,28,24,sliding_attention,2014,44,11,0.00592041015625,54,ordinary,445,False
L14.E049,keep,observed enough usage to keep for now,14,49,sliding_attention,2021,45,10,0.0191650390625,16,ordinary,131,False
L08.E041,keep,observed enough usage to keep for now,8,41,sliding_attention,2022,55,0,0.00860595703125,35,ordinary,1213,False
L07.E071,keep,observed enough usage to keep for now,7,71,sliding_attention,2026,55,0,0.001953125,70,ordinary,1398,False
L17.E042,keep,observed enough usage to keep for now,17,42,full_attention,2029,55,0,0.002105712890625,73,ordinary,1571,False
L15.E058,keep,observed enough usage to keep for now,15,58,sliding_attention,2030,51,4,0.01068115234375,30,ordinary,128,False
L17.E038,keep,observed enough usage to keep for now,17,38,full_attention,2030,55,0,0.00201416015625,73,ordinary,1499,False
L05.E119,keep,observed enough usage to keep for now,5,119,full_attention,2033,43,12,0.00738525390625,41,ordinary,1501,False
L01.E084,keep,observed enough usage to keep for now,1,84,sliding_attention,2034,52,3,0.0029296875,86,ordinary,1537,False
L04.E025,keep,observed enough usage to keep for now,4,25,sliding_attention,2034,55,0,0.00421142578125,53,ordinary,1213,False
L11.E019,keep,observed enough usage to keep for now,11,19,full_attention,2047,55,0,0.002777099609375,59,ordinary,1401,False
L16.E086,keep,observed enough usage to keep for now,16,86,sliding_attention,2048,46,9,0.015869140625,21,ordinary,66,False
